replicate_id,u_seal_door,h_star_1_seal_door,peak_h_in_m,peak_h_basement_m,peak_h_sump_m,peak_h_ext_m,total_volume_in_m3
244,0.6060158207000109,0.5420146447062743,9.003828789122245e-06,0.0,0.0,0.5,0.0004501914394561122
245,0.8677389537760112,0.6987814633730964,9.003828789122245e-06,0.0,0.0,0.5,0.0004501914394561122
246,0.6031071573387257,0.5407880701858292,9.003828789122245e-06,0.0,0.0,0.5,0.0004501914394561122
247,0.4125715692736803,0.46793417512915036,0.033071614448064335,0.0,0.0,0.5,1.653580722403217
248,0.3741840434071827,0.454124106920472,0.05396130743231127,0.0,0.0,0.5,2.6980653716155634
249,0.4258820863735099,0.4727410213465237,0.033071614448064335,0.0,0.0,0.5,1.653580722403217
250,0.6519310255799742,0.562150624027952,9.003828789122245e-06,0.0,0.0,0.5,0.0004501914394561122
251,0.8674906317523249,0.6985384972745394,9.003828789122245e-06,0.0,0.0,0.5,0.0004501914394561122
252,0.45389688207629975,0.48292509321591065,0.033071614448064335,0.0,0.0,0.5,1.653580722403217
253,0.24783956295135812,0.40757170715013524,0.1111540731149403,0.0,0.0,0.5,5.557703655747016
254,0.23666236299758114,0.40322071573899715,0.1111540731149403,0.0,0.0,0.5,5.557703655747016
255,0.7460142802434464,0.6098469331749128,9.003828789122245e-06,0.0,0.0,0.5,0.0004501914394561122
256,0.8165687634239104,0.6554472978734461,9.003828789122245e-06,0.0,0.0,0.5,0.0004501914394561122
257,0.10527807985412496,0.34343463944787966,0.17414241887111173,0.0,0.0,0.5,8.707120943555584
258,0.06655885695517816,0.3186304707380673,0.18738362676399542,0.0,0.0,0.5,9.369181338199772
259,0.5944336637564518,0.5371608680860966,9.003828789122245e-06,0.0,0.0,0.5,0.0004501914394561122
260,0.14617324419269828,0.36456749147894135,0.15987118116092028,0.0,0.0,0.5,7.993559058046015
261,0.8246641904563413,0.6615557821291852,9.003828789122245e-06,0.0,0.0,0.5,0.0004501914394561122
262,0.31033467392407443,0.4310126841459445,0.09301288448826833,0.0,0.0,0.5,4.650644224413417
263,0.14387193297114265,0.3634649623305779,0.15987118116092028,0.0,0.0,0.5,7.993559058046015
264,0.9209704724874502,0.7636403829785493,9.003828789122245e-06,0.0,0.0,0.5,0.0004501914394561122
265,0.16553172273527816,0.37353655659512947,0.14460078061986337,0.0,0.0,0.5,7.2300390309931695
266,0.28472008233793555,0.42155288638037774,0.09301288448826833,0.0,0.0,0.5,4.650644224413417
267,0.15361339519205863,0.3680764241170903,0.14460078061986337,0.0,0.0,0.5,7.2300390309931695
268,0.11549006366535497,0.3490645027802451,0.17414241887111173,0.0,0.0,0.5,8.707120943555584
269,0.021148016336440034,0.27189865724037066,0.22042509419742062,0.0,0.0,0.5,11.021254709871034
270,0.05539540916426011,0.3098887902136005,0.19955386169218736,0.0,0.0,0.5,9.977693084609369
271,0.1746414709358527,0.37759182412746595,0.14460078061986337,0.0,0.0,0.5,7.2300390309931695
