case_id,replicate,depth_file,h_peak_ext,h_peak_int
13,44,depth_013.csv,0.7,0.2327
13,45,depth_013.csv,0.7,0.2327
13,46,depth_013.csv,0.7,0.311
13,47,depth_013.csv,0.7,0.311
13,48,depth_013.csv,0.7,0.2611
13,49,depth_013.csv,0.7,0.3324
14,0,depth_014.csv,0.75,0.2992
14,1,depth_014.csv,0.75,0.3469
14,2,depth_014.csv,0.75,0.2718
14,3,depth_014.csv,0.75,0.2992
14,4,depth_014.csv,0.75,0.3842
14,5,depth_014.csv,0.75,0.2103
14,6,depth_014.csv,0.75,0.2992
14,7,depth_014.csv,0.75,0.2992
14,8,depth_014.csv,0.75,0.3842
14,9,depth_014.csv,0.75,0.3469
14,10,depth_014.csv,0.75,0.3469
14,11,depth_014.csv,0.75,0.2421
14,12,depth_014.csv,0.75,0.3243
14,13,depth_014.csv,0.75,0.2992
14,14,depth_014.csv,0.75,0.3469
14,15,depth_014.csv,0.75,0.367
14,16,depth_014.csv,0.75,0.3243
