replicate_id,u_membrane:1,h_star_1_membrane:1,peak_h_in_m,peak_h_basement_m,peak_h_sump_m,peak_h_ext_m,total_volume_in_m3
140,0.48665833083816035,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
141,0.4907069943545209,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
142,0.9378264549749828,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
143,0.5717280523760754,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
144,0.4734894010569538,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
145,0.2669756630918936,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
146,0.3315689973425522,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
147,0.5206724024715378,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
148,0.4389114603050467,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
149,0.021612079880330426,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
150,0.8262919241943578,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
151,0.8961607718397667,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
152,0.14024908899861077,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
153,0.5540361435390494,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
154,0.10857574113544355,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
155,0.6722400930398117,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
156,0.2812337838390083,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
157,0.6594226346919018,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
158,0.7269946142868826,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
159,0.768647491917657,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
160,0.10774094595589656,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
161,0.9160118451376079,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
162,0.23021399089488082,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
163,0.03741255617617978,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
164,0.5548524693914834,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
165,0.37092228386243875,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
166,0.8297897431324132,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
167,0.8082514720643018,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
168,0.31713889282271535,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
169,0.952899395069745,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
170,0.2909178381401186,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
171,0.5150571292317145,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
172,0.25596509056760275,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
173,0.9360435700489633,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
174,0.16460781758201815,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
175,0.04491061939232899,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
176,0.43509706000303794,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
177,0.992375564055837,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
178,0.891677266254914,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
179,0.7486080194569492,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
180,0.8907924908785249,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
181,0.8934466396978632,0.6,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
