replicate_id,u_membrane:1,h_star_1_membrane:1,peak_h_in_m,peak_h_basement_m,peak_h_sump_m,peak_h_ext_m,total_volume_in_m3
79,0.7838982091064135,0.5408547414772124,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
80,0.6643135403273875,0.5216696584514307,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
81,0.4063868614400705,0.4882966794922162,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
82,0.8140203846660347,0.5466938969085423,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
83,0.1669729199077039,0.45395062817060045,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
84,0.022712073133860478,0.4093365005879132,0.16610201118277804,0.0,0.0,0.5,8.305100559138902
85,0.09004786077564175,0.4372749012024068,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
86,0.7223593505964503,0.5303804492586561,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
87,0.4618772302513874,0.4952375502262477,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
88,0.1612717790336018,0.45290557224684147,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
89,0.5010447751033635,0.5001309604380563,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
90,0.15231210271316842,0.451218344813722,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
91,0.696320375077736,0.5263638784379332,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
92,0.4461562755740307,0.49327668285320864,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
93,0.3810212260964825,0.48508693416084503,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
94,0.3015120891478765,0.4746617503679801,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
95,0.6302825931188885,0.5169097465435464,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
96,0.3618126105533904,0.482628064168157,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
97,0.087649919316101,0.43662344472192743,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
98,0.11800590212051532,0.4441252739917106,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
99,0.9618976645495145,0.5970032789198942,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
100,0.908580690707607,0.5712429854480019,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
101,0.6997071338107496,0.5268753204309778,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
102,0.2658699614595196,0.46968998834507597,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
103,0.9691763773477239,0.6027427815184849,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
104,0.7787509039657946,0.5399120444780325,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
105,0.7168901891589956,0.5295199753774499,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
106,0.44936150214378867,0.49367659213049414,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
107,0.272241561845159,0.4705975805957911,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
108,0.0963909621534993,0.4389426446446824,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
109,0.9026023965438417,0.5692162662902401,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
110,0.45577628983361107,0.494476712525926,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
111,0.20236336479523032,0.46002791569683665,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
112,0.3059566241506525,0.4752655339549196,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
113,0.579219568941896,0.5100954339152223,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
114,0.1767727829392317,0.45569999995074456,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
115,0.8566142840923755,0.5562018084646377,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
116,0.7585195298352101,0.5363371220746539,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
117,0.7194629559509368,0.5299235679047808,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
118,0.4320930397751037,0.4915203318127349,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
119,0.6273088407024432,0.5165032129414399,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
120,0.5840979689127356,0.5107329929296903,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
121,0.64984660155482,0.5196204982039635,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
122,0.08444432113988909,0.43573302989443763,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
123,0.41580740217060963,0.48948068388571786,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
124,0.04161417386189248,0.42047402177116827,0.1394177690124343,0.0,0.0,0.5,6.9708884506217155
125,0.49399081924451893,0.49924739937536855,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
126,0.3298612123327853,0.47846279536294495,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
127,0.1445241888660469,0.44970281146457297,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
128,0.10340296772255164,0.4407017705024691,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
129,0.587644572177712,0.5111980594348952,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
130,0.1705929685368861,0.4546035121001846,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
131,0.9251201183767972,0.5774640292664986,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
132,0.581061139700395,0.5103358232381169,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
133,0.34686980453483707,0.480693366579596,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
134,0.5909154914814168,0.5116281837062233,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
135,0.022803871029697498,0.4094060836234966,0.16610201118277804,0.0,0.0,0.5,8.305100559138902
136,0.9585592132414453,0.5946831120164626,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
137,0.48230343694290023,0.49778625205590227,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
138,0.7827352272502862,0.5406404821967103,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
139,0.08272999992243857,0.4352471709988111,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
140,0.48665833083816035,0.4983303518795333,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
141,0.4907069943545209,0.49883654484481393,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
142,0.9378264549749828,0.5830576930176542,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
143,0.5717280523760754,0.5091209624554076,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
144,0.4734894010569538,0.4966859715410966,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
145,0.2669756630918936,0.4698481403284951,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
146,0.3315689973425522,0.4786882821226202,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
147,0.5206724024715378,0.5025987924037487,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
148,0.4389114603050467,0.492372298870847,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
149,0.021612079880330426,0.40848465670652956,0.16610201118277804,0.0,0.0,0.5,8.305100559138902
150,0.8262919241943578,0.5492586113100175,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
151,0.8961607718397667,0.5671396544404792,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
152,0.14024908899861077,0.44884966430241535,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
153,0.5540361435390494,0.506839626668534,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
154,0.10857574113544355,0.44194891457178515,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
155,0.6722400930398117,0.5228103705873675,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
156,0.2812337838390083,0.4718636539943135,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
157,0.6594226346919018,0.5209723081828066,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
158,0.7269946142868826,0.5311173326643756,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
159,0.768647491917657,0.5381019786551706,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
160,0.10774094595589656,0.44175035730811124,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
161,0.9160118451376079,0.573915200853446,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
162,0.23021399089488082,0.46442211463581157,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
163,0.03741255617617978,0.4184069864574386,0.1394177690124343,0.0,0.0,0.5,6.9708884506217155
164,0.5548524693914834,0.5069443247086186,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
165,0.37092228386243875,0.4837977434801177,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
166,0.8297897431324132,0.5500128099354757,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
167,0.8082514720643018,0.5455285789810719,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
168,0.31713889282271535,0.47677116980332296,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
169,0.952899395069745,0.5910922998879214,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
170,0.2909178381401186,0.47320919497038105,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
171,0.5150571292317145,0.501891146999504,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
172,0.25596509056760275,0.46826041378346694,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
173,0.9360435700489633,0.5822189100060365,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
174,0.16460781758201815,0.4535196504717347,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
175,0.04491061939232899,0.4219867668811577,0.1394177690124343,0.0,0.0,0.5,6.9708884506217155
176,0.43509706000303794,0.49189580059200594,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
177,0.992375564055837,0.6373057211878648,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
178,0.891677266254914,0.5657531384846346,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
179,0.7486080194569492,0.5346539313879869,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
180,0.8907924908785249,0.5654848262473336,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
181,0.8934466396978632,0.5662948664127392,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
182,0.5188583603864491,0.5023700252279343,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
183,0.315929051830793,0.4766091576324297,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
184,0.772012432110988,0.5386991046697366,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
185,0.6616612631677611,0.521290895235026,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
186,0.37365772887371007,0.4841476792585098,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
187,0.09446666806151527,0.43844482878364555,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
188,0.746789611349026,0.5343495522065548,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
189,0.2624605159228647,0.46920054745703305,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
190,0.9368131505337792,0.5825785591523005,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
191,0.24097057500568475,0.4660485010474981,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
192,0.12275793241148603,0.4451792904988458,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
193,0.8311126721249061,0.5503009158977533,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
194,0.15328431662449404,0.45140423193361073,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
195,0.1792683081577391,0.45613662772426417,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
196,0.5993827915208435,0.5127472758863834,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
197,0.8745620408374645,0.5608371305044246,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
198,0.19643466571457324,0.4590529482927965,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
199,0.31032367290009477,0.47585576258964407,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
200,0.7774048382411776,0.5396678699437043,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
201,0.9718264260609674,0.605129331074846,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
202,0.5007411862023423,0.5000929025978422,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
203,0.14389750255125078,0.4495787246639556,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
204,0.013936287708201545,0.4012965090529152,0.16610201118277804,0.0,0.0,0.5,8.305100559138902
205,0.22965602999885526,0.46433677023713504,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
206,0.13182221778652103,0.44711964857260555,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
207,0.6776586736128575,0.5235980243119049,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
208,0.12183250462853112,0.4449761137018705,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
209,0.506329931620633,0.5007940023426978,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
210,0.6942624356428865,0.526054590719065,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
211,0.5811166092209024,0.5103430692762941,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
212,0.19977565166005762,0.45960425901393953,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
213,0.8041245261822627,0.5447095579280161,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
214,0.7154071296158017,0.5292882657912081,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
215,0.7389840039155418,0.5330577288859728,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
216,0.13105775155731325,0.44695932595483995,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
217,0.12375380365034461,0.4453968394216299,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
218,0.9275625510065076,0.5784751765418011,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
219,0.39757819382494064,0.4871860246973249,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
220,0.30094869178093975,0.474584984870267,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
221,0.4885840453515333,0.49857107267527734,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
222,0.6628642127635824,0.521462507185514,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
223,0.9556232570469699,0.5927715632318165,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
224,0.286446226882055,0.47259010252830674,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
225,0.9248084293120271,0.577336938234539,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
226,0.024859491386256316,0.41090856499067424,0.16610201118277804,0.0,0.0,0.5,8.305100559138902
227,0.5551980423268247,0.5069886617154662,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
228,0.6339751116810851,0.5174164761077691,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
229,0.1058974037507533,0.44130822785011764,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
230,0.14033959706391264,0.4488678905666143,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
231,0.41911431931630383,0.48989550840578006,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
232,0.9662319121431817,0.6002924851283976,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
233,0.5960425532343728,0.5123048107838934,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
234,0.9330232216002112,0.5808411415389673,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
235,0.8043609156129707,0.5447561528136015,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
236,0.4673816015552915,0.49592402883112796,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
237,0.7847634492521874,0.5410146358124681,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
238,0.017836783976987736,0.40526664090471426,0.16610201118277804,0.0,0.0,0.5,8.305100559138902
239,0.10914399676573494,0.4420834982986957,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
240,0.8294286148827363,0.5499344395448559,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
241,0.7968170883251617,0.5432875260475071,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
242,0.2326407419664337,0.4647921489109239,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
243,0.5307695905990535,0.503875167486304,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
244,0.6060158207000109,0.5136299541187641,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
245,0.8677389537760112,0.5590197198028365,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
246,0.6031071573387257,0.5132422147520117,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
247,0.4125715692736803,0.48907439282910886,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
248,0.3741840434071827,0.48421494381724994,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
249,0.4258820863735099,0.49074336058028756,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
250,0.6519310255799742,0.5199132695673797,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
251,0.8674906317523249,0.5589549219643363,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
252,0.45389688207629975,0.49424231707660227,0.016697833189856424,0.0,0.0,0.5,0.8348916594928214
253,0.24783956295135812,0.46706932499126275,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
254,0.23666236299758114,0.46540132452998584,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
255,0.7460142802434464,0.5342201737805647,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
256,0.8165687634239104,0.547216598287466,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
257,0.10527807985412496,0.4411585512205349,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
258,0.06655885695517816,0.43027135870682987,0.1394177690124343,0.0,0.0,0.5,6.9708884506217155
259,0.5944336637564518,0.5120921579683348,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
260,0.14617324419269828,0.45002777255710086,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
261,0.8246641904563413,0.5489112849332578,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
262,0.31033467392407443,0.4758572457490392,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
263,0.14387193297114265,0.4495736547659131,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
264,0.9209704724874502,0.5758061491456808,9.011893629977355e-05,0.0,0.0,0.5,0.004505946814988676
265,0.16553172273527816,0.4536884326689254,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
266,0.28472008233793555,0.4723501148770295,0.04902529992419445,0.0,0.0,0.5,2.4512649962097233
267,0.15361339519205863,0.4514669919080029,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
268,0.11549006366535497,0.443556109025096,0.11070701572006868,0.0,0.0,0.5,5.535350786003433
269,0.021148016336440034,0.408114811959489,0.16610201118277804,0.0,0.0,0.5,8.305100559138902
270,0.05539540916426011,0.4262999598426267,0.1394177690124343,0.0,0.0,0.5,6.9708884506217155
271,0.1746414709358527,0.45532433668646694,0.08036938540308841,0.0,0.0,0.5,4.0184692701544185
272,0.05338193262717539,0.4255221519879548,0.1394177690124343,0.0,0.0,0.5,6.9708884506217155
