time,external_level,interior_level
0.0,0.0,0.0
5.0,0.0,0.0
10.0,0.01,0.014351408014546863
15.0,0.02,0.025137512288212073
20.0,0.03,0.03514497015064676
25.0,0.04,0.045144750576334686
30.0,0.05,0.05514475712525469
35.0,0.07,0.07263655257612192
40.0,0.08,0.08495157216108737
45.0,0.09,0.09514857612658778
50.0,0.11,0.11263812302842117
55.0,0.13,0.131548180508112
60.0,0.15,0.1510427707173152
65.0,0.17,0.170802543353946
70.0,0.19,0.19068712047747327
75.0,0.22,0.2152581726030229
80.0,0.24,0.23783227019048536
85.0,0.27,0.26357204350727437
90.0,0.29,0.28690266475372017
95.0,0.32,0.31301171212577883
100.0,0.35,0.34061282710410695
105.0,0.38,0.3690949211722853
110.0,0.42,0.4014747887923755
115.0,0.45,0.4330886999799166
120.0,0.48,0.46417243842599487
125.0,0.52,0.49808173973351433
130.0,0.55,0.5307822535986806
135.0,0.59,0.5657059697395687
140.0,0.63,0.6020957838317766
145.0,0.67,0.6394933106204358
150.0,0.71,0.6776007417331394
155.0,0.75,0.7162162335198339
160.0,0.78,0.7524613577196252
165.0,0.79,0.7802670551152892
170.0,0.8,0.8004270521162575
175.0,0.8,0.7974612993038985
180.0,0.8,0.8046923309596549
185.0,0.76,0.7743526496354909
190.0,0.73,0.7441284856704753
195.0,0.69,0.7107391752091294
200.0,0.65,0.6753696722460534
205.0,0.61,0.6386767191729049
210.0,0.58,0.6039129047282015
215.0,0.54,0.5676311076776157
220.0,0.5,0.5303088624623727
225.0,0.46,0.49225492961416667
230.0,0.43,0.4564468207703743
235.0,0.39,0.4194527932807803
240.0,0.36,0.38445983623133456
245.0,0.33,0.3509684844263555
250.0,0.3,0.3185684574623562
255.0,0.27,0.2869404620622443
260.0,0.24,0.2558470636359459
265.0,0.22,0.2286750824547572
270.0,0.19,0.20045163014250117
275.0,0.17,0.17540785562807043
280.0,0.15,0.15253193830693776
285.0,0.13,0.13098955304740523
290.0,0.11,0.11019756067721123
295.0,0.1,0.0957050823095368
300.0,0.08,0.07771990928931849
305.0,0.07,0.06511032960717252
310.0,0.06,0.054851000354375
315.0,0.05,0.044855370513789135
320.0,0.05,0.05514907184101373
325.0,0.04,0.037485134141643325
330.0,0.04,0.04468214112702635
335.0,0.03,0.027292556483000753
340.0,0.03,0.0347600389961151
345.0,0.03,0.024858566919330645
350.0,0.02,0.014855144550699955
355.0,0.02,0.02514907193609036
360.0,0.02,0.014850927200000037
365.0,0.02,0.0251490728
370.0,0.01,0.007485134541536816
375.0,0.01,0.014682140954715091
380.0,0.01,0.0048620218850317694
385.0,0.01,0.015149066817135097
390.0,0.01,0.004850927200001739
395.0,0.01,0.0151490728
400.0,0.01,0.004850927200000001
405.0,0.01,0.0151490728
410.0,0.01,0.004850927200000001
415.0,0.01,0.0151490728
420.0,0.09,0.0544129428741687
425.0,0.1,0.08505481461064486
430.0,0.09,0.09514701349479017
435.0,0.08,0.07748427586018132
440.0,0.07,0.06506862746642335
445.0,0.07,0.07514672176630101
450.0,0.07,0.06485092746842804
455.0,0.06,0.05485537271994996
460.0,0.06,0.06514907184006098
465.0,0.06,0.054850927200000045
470.0,0.05,0.044855372728075965
475.0,0.05,0.05514907184005748
480.0,0.0,0.021446455576219096
485.0,0.0,0.0004293805119844861
490.0,0.0,0.0
495.0,0.0,0.0
500.0,0.0,0.0
505.0,0.0,0.0
510.0,0.0,0.0
515.0,0.0,0.0
520.0,0.0,0.0
525.0,0.0,0.0
530.0,0.0,0.0
535.0,0.0,0.0
540.0,0.0,0.0
545.0,0.0,0.0
550.0,0.0,0.0
555.0,0.0,0.0
560.0,0.0,0.0
565.0,0.0,0.0
570.0,0.0,0.0
575.0,0.0,0.0
580.0,0.0,0.0
585.0,0.0,0.0
590.0,0.0,0.0
595.0,0.0,0.0
600.0,0.0,0.0
605.0,0.0,0.0
610.0,0.0,0.0
615.0,0.0,0.0
620.0,0.0,0.0
625.0,0.0,0.0
630.0,0.0,0.0
635.0,0.0,0.0
640.0,0.0,0.0
645.0,0.0,0.0
650.0,0.0,0.0
655.0,0.0,0.0
660.0,0.0,0.0
665.0,0.0,0.0
670.0,0.0,0.0
675.0,0.0,0.0
680.0,0.0,0.0
685.0,0.0,0.0
690.0,0.0,0.0
695.0,0.0,0.0
700.0,0.0,0.0
705.0,0.0,0.0
710.0,0.0,0.0
715.0,0.0,0.0
720.0,0.0,0.0
725.0,0.0,0.0
730.0,0.0,0.0
735.0,0.0,0.0
740.0,0.0,0.0
745.0,0.0,0.0
750.0,0.0,0.0
755.0,0.0,0.0
760.0,0.0,0.0
765.0,0.0,0.0
770.0,0.0,0.0
775.0,0.0,0.0
780.0,0.0,0.0
785.0,0.0,0.0
790.0,0.0,0.0
795.0,0.0,0.0
800.0,0.0,0.0
