time,external_level,interior_level
0.0,0.0,0.0
5.0,0.0,0.0
10.0,0.01,0.0
15.0,0.02,0.0
20.0,0.03,0.0
25.0,0.04,0.0
30.0,0.05,0.0
35.0,0.07,0.0
40.0,0.08,0.0
45.0,0.09,0.0
50.0,0.11,0.0
55.0,0.13,0.0
60.0,0.15,0.0
65.0,0.17,0.0
70.0,0.19,0.0
75.0,0.22,0.0
80.0,0.24,0.0
85.0,0.27,0.0
90.0,0.29,0.0
95.0,0.32,0.08118382341328843
100.0,0.35,0.15559226548977956
105.0,0.38,0.2235773156663058
110.0,0.42,0.2871821802980495
115.0,0.45,0.3450911021247462
120.0,0.48,0.39780374715523
125.0,0.52,0.4479713622783322
130.0,0.55,0.49381251773120854
135.0,0.59,0.5383221278688278
140.0,0.63,0.5817758291037052
145.0,0.67,0.624403176131859
150.0,0.71,0.6663909971063194
155.0,0.75,0.70788841112864
160.0,0.78,0.7464271096444074
165.0,0.79,0.7763844115621279
170.0,0.8,0.7984387430261685
175.0,0.8,0.80410937819968
180.0,0.8,0.7949094896105969
185.0,0.76,0.7680952021193502
190.0,0.73,0.7400841350891032
195.0,0.69,0.707966422985105
200.0,0.65,0.6734136614800734
205.0,0.61,0.6372738463463208
210.0,0.58,0.6029281214668998
215.0,0.54,0.5669269282311022
220.0,0.5,0.5297994922440955
225.0,0.46,0.4918836556072556
230.0,0.43,0.4561824820774184
235.0,0.39,0.41926211272383135
240.0,0.36,0.3843253164942505
245.0,0.33,0.35087535329475283
250.0,0.3,0.318504941011904
255.0,0.27,0.28689763347519665
260.0,0.24,0.28689763347519665
265.0,0.22,0.28689763347519665
270.0,0.19,0.28689763347519665
275.0,0.17,0.28689763347519665
280.0,0.15,0.28689763347519665
285.0,0.13,0.28689763347519665
290.0,0.11,0.28689763347519665
295.0,0.1,0.28689763347519665
300.0,0.08,0.28689763347519665
305.0,0.07,0.28689763347519665
310.0,0.06,0.28689763347519665
315.0,0.05,0.28689763347519665
320.0,0.05,0.28689763347519665
325.0,0.04,0.28689763347519665
330.0,0.04,0.28689763347519665
335.0,0.03,0.28689763347519665
340.0,0.03,0.28689763347519665
345.0,0.03,0.28689763347519665
350.0,0.02,0.28689763347519665
355.0,0.02,0.28689763347519665
360.0,0.02,0.28689763347519665
365.0,0.02,0.28689763347519665
370.0,0.01,0.28689763347519665
375.0,0.01,0.28689763347519665
380.0,0.01,0.28689763347519665
385.0,0.01,0.28689763347519665
390.0,0.01,0.28689763347519665
395.0,0.01,0.28689763347519665
400.0,0.01,0.28689763347519665
405.0,0.01,0.28689763347519665
410.0,0.01,0.28689763347519665
415.0,0.01,0.28689763347519665
420.0,0.09,0.28689763347519665
425.0,0.1,0.28689763347519665
430.0,0.09,0.28689763347519665
435.0,0.08,0.28689763347519665
440.0,0.07,0.28689763347519665
445.0,0.07,0.28689763347519665
450.0,0.07,0.28689763347519665
455.0,0.06,0.28689763347519665
460.0,0.06,0.28689763347519665
465.0,0.06,0.28689763347519665
470.0,0.05,0.28689763347519665
475.0,0.05,0.28689763347519665
480.0,0.0,0.28689763347519665
485.0,0.0,0.28689763347519665
490.0,0.0,0.28689763347519665
495.0,0.0,0.28689763347519665
500.0,0.0,0.28689763347519665
505.0,0.0,0.28689763347519665
510.0,0.0,0.28689763347519665
515.0,0.0,0.28689763347519665
520.0,0.0,0.28689763347519665
525.0,0.0,0.28689763347519665
530.0,0.0,0.28689763347519665
535.0,0.0,0.28689763347519665
540.0,0.0,0.28689763347519665
545.0,0.0,0.28689763347519665
550.0,0.0,0.28689763347519665
555.0,0.0,0.28689763347519665
560.0,0.0,0.28689763347519665
565.0,0.0,0.28689763347519665
570.0,0.0,0.28689763347519665
575.0,0.0,0.28689763347519665
580.0,0.0,0.28689763347519665
585.0,0.0,0.28689763347519665
590.0,0.0,0.28689763347519665
595.0,0.0,0.28689763347519665
600.0,0.0,0.28689763347519665
605.0,0.0,0.28689763347519665
610.0,0.0,0.28689763347519665
615.0,0.0,0.28689763347519665
620.0,0.0,0.28689763347519665
625.0,0.0,0.28689763347519665
630.0,0.0,0.28689763347519665
635.0,0.0,0.28689763347519665
640.0,0.0,0.28689763347519665
645.0,0.0,0.28689763347519665
650.0,0.0,0.28689763347519665
655.0,0.0,0.28689763347519665
660.0,0.0,0.28689763347519665
665.0,0.0,0.28689763347519665
670.0,0.0,0.28689763347519665
675.0,0.0,0.28689763347519665
680.0,0.0,0.28689763347519665
685.0,0.0,0.28689763347519665
690.0,0.0,0.28689763347519665
695.0,0.0,0.28689763347519665
700.0,0.0,0.28689763347519665
705.0,0.0,0.28689763347519665
710.0,0.0,0.28689763347519665
715.0,0.0,0.28689763347519665
720.0,0.0,0.28689763347519665
725.0,0.0,0.28689763347519665
730.0,0.0,0.28689763347519665
735.0,0.0,0.28689763347519665
740.0,0.0,0.28689763347519665
745.0,0.0,0.28689763347519665
750.0,0.0,0.28689763347519665
755.0,0.0,0.28689763347519665
760.0,0.0,0.28689763347519665
765.0,0.0,0.28689763347519665
770.0,0.0,0.28689763347519665
775.0,0.0,0.28689763347519665
780.0,0.0,0.28689763347519665
785.0,0.0,0.28689763347519665
790.0,0.0,0.28689763347519665
795.0,0.0,0.28689763347519665
800.0,0.0,0.28689763347519665
