time,external_level,interior_level
0.0,0.0,0.0
5.0,0.0,0.0
10.0,0.01,0.0
15.0,0.02,0.0
20.0,0.03,0.0
25.0,0.04,0.0
30.0,0.05,0.0
35.0,0.07,0.0
40.0,0.08,0.0
45.0,0.09,0.0
50.0,0.11,0.0
55.0,0.13,0.0
60.0,0.15,0.01852758807832255
65.0,0.17,0.03714588822959314
70.0,0.19,0.0558489117437521
75.0,0.22,0.0752307578160223
80.0,0.24,0.09464906330573006
85.0,0.27,0.11468120124662656
90.0,0.29,0.1347115033799186
95.0,0.32,0.1553034538902985
100.0,0.35,0.1764117112511557
105.0,0.38,0.19799659196783864
110.0,0.42,0.22053654868480096
115.0,0.45,0.24345208456731443
120.0,0.48,0.26671867900131063
125.0,0.52,0.2907941525580001
130.0,0.55,0.31514957430132773
135.0,0.59,0.34022922387387033
140.0,0.63,0.3659806063315684
145.0,0.67,0.39235751534608854
150.0,0.71,0.41931892214960736
155.0,0.75,0.44682812015426787
160.0,0.78,0.47444072809772997
165.0,0.79,0.5013135782028684
170.0,0.8,0.5274581177237272
175.0,0.8,0.5524322198020318
180.0,0.8,0.576234596183615
185.0,0.76,0.5967417379463383
190.0,0.73,0.6142047972750506
195.0,0.69,0.6273750502334164
200.0,0.65,0.6345706511563409
205.0,0.61,0.6270720269403811
210.0,0.58,0.6166930461820389
215.0,0.54,0.6034450177661227
220.0,0.5,0.5880589356386492
225.0,0.46,0.5709399431670771
230.0,0.43,0.5529806060375733
235.0,0.39,0.5336679848854115
240.0,0.36,0.5137322091464788
245.0,0.33,0.4932269196326859
250.0,0.3,0.4721984788270801
255.0,0.27,0.45068739964004106
260.0,0.24,0.42872941188777736
265.0,0.22,0.4068736937210636
270.0,0.19,0.38459566830113556
275.0,0.17,0.362434955129226
280.0,0.15,0.34038608970893114
285.0,0.13,0.3184438089400227
290.0,0.11,0.2966030484023749
295.0,0.1,0.2753916949547961
300.0,0.08,0.2542457884758407
305.0,0.07,0.23371186015160936
310.0,0.06,0.21377356629677308
315.0,0.05,0.19441402066875207
320.0,0.05,0.17623468801061637
325.0,0.04,0.15857768025540672
330.0,0.04,0.1421046031214188
335.0,0.03,0.1421046031214188
340.0,0.03,0.1421046031214188
345.0,0.03,0.1421046031214188
350.0,0.02,0.1421046031214188
355.0,0.02,0.1421046031214188
360.0,0.02,0.1421046031214188
365.0,0.02,0.1421046031214188
370.0,0.01,0.1421046031214188
375.0,0.01,0.1421046031214188
380.0,0.01,0.1421046031214188
385.0,0.01,0.1421046031214188
390.0,0.01,0.1421046031214188
395.0,0.01,0.1421046031214188
400.0,0.01,0.1421046031214188
405.0,0.01,0.1421046031214188
410.0,0.01,0.1421046031214188
415.0,0.01,0.1421046031214188
420.0,0.09,0.1421046031214188
425.0,0.1,0.1421046031214188
430.0,0.09,0.1421046031214188
435.0,0.08,0.1421046031214188
440.0,0.07,0.1421046031214188
445.0,0.07,0.1421046031214188
450.0,0.07,0.1421046031214188
455.0,0.06,0.1421046031214188
460.0,0.06,0.1421046031214188
465.0,0.06,0.1421046031214188
470.0,0.05,0.1421046031214188
475.0,0.05,0.1421046031214188
480.0,0.0,0.1421046031214188
485.0,0.0,0.1421046031214188
490.0,0.0,0.1421046031214188
495.0,0.0,0.1421046031214188
500.0,0.0,0.1421046031214188
505.0,0.0,0.1421046031214188
510.0,0.0,0.1421046031214188
515.0,0.0,0.1421046031214188
520.0,0.0,0.1421046031214188
525.0,0.0,0.1421046031214188
530.0,0.0,0.1421046031214188
535.0,0.0,0.1421046031214188
540.0,0.0,0.1421046031214188
545.0,0.0,0.1421046031214188
550.0,0.0,0.1421046031214188
555.0,0.0,0.1421046031214188
560.0,0.0,0.1421046031214188
565.0,0.0,0.1421046031214188
570.0,0.0,0.1421046031214188
575.0,0.0,0.1421046031214188
580.0,0.0,0.1421046031214188
585.0,0.0,0.1421046031214188
590.0,0.0,0.1421046031214188
595.0,0.0,0.1421046031214188
600.0,0.0,0.1421046031214188
605.0,0.0,0.1421046031214188
610.0,0.0,0.1421046031214188
615.0,0.0,0.1421046031214188
620.0,0.0,0.1421046031214188
625.0,0.0,0.1421046031214188
630.0,0.0,0.1421046031214188
635.0,0.0,0.1421046031214188
640.0,0.0,0.1421046031214188
645.0,0.0,0.1421046031214188
650.0,0.0,0.1421046031214188
655.0,0.0,0.1421046031214188
660.0,0.0,0.1421046031214188
665.0,0.0,0.1421046031214188
670.0,0.0,0.1421046031214188
675.0,0.0,0.1421046031214188
680.0,0.0,0.1421046031214188
685.0,0.0,0.1421046031214188
690.0,0.0,0.1421046031214188
695.0,0.0,0.1421046031214188
700.0,0.0,0.1421046031214188
705.0,0.0,0.1421046031214188
710.0,0.0,0.1421046031214188
715.0,0.0,0.1421046031214188
720.0,0.0,0.1421046031214188
725.0,0.0,0.1421046031214188
730.0,0.0,0.1421046031214188
735.0,0.0,0.1421046031214188
740.0,0.0,0.1421046031214188
745.0,0.0,0.1421046031214188
750.0,0.0,0.1421046031214188
755.0,0.0,0.1421046031214188
760.0,0.0,0.1421046031214188
765.0,0.0,0.1421046031214188
770.0,0.0,0.1421046031214188
775.0,0.0,0.1421046031214188
780.0,0.0,0.1421046031214188
785.0,0.0,0.1421046031214188
790.0,0.0,0.1421046031214188
795.0,0.0,0.1421046031214188
800.0,0.0,0.1421046031214188
