time,F_hydro_N,F_drag_N,F_total_N,M_overturn_Nm,H_net_m,H_wet_m,v_m_per_s,lever_hydro_m,lever_drag_m
1140.0,0.0,25.5528,25.5528,0.3577392,0.0,0.027999999999999997,0.39,0.0,0.013999999999999999
1200.0,0.0,28.800000000000004,28.800000000000004,0.43200000000000005,0.0,0.03,0.4,0.0,0.015
1260.0,0.0,32.275200000000005,32.275200000000005,0.5164032000000001,0.0,0.032,0.41000000000000003,0.0,0.016
1320.0,0.0,35.98560000000001,35.98560000000001,0.6117552000000003,0.0,0.034,0.42000000000000004,0.0,0.017
1380.0,0.0,39.9384,39.9384,0.7188912,0.0,0.036,0.43000000000000005,0.0,0.018
1440.0,0.0,44.14079999999999,44.14079999999999,0.8386751999999998,0.0,0.038,0.44,0.0,0.019
1500.0,0.0,48.6,48.6,0.9720000000000001,0.0,0.04,0.45,0.0,0.02
1560.0,0.0,53.32320000000001,53.32320000000001,1.1197872000000002,0.0,0.042,0.46,0.0,0.021
1620.0,0.0,58.31760000000001,58.31760000000001,1.2829872000000004,0.0,0.044000000000000004,0.47000000000000003,0.0,0.022000000000000002
1680.0,0.0,63.590400000000024,63.590400000000024,1.4625792000000004,0.0,0.046,0.48000000000000004,0.0,0.023
1740.0,0.0,69.1488,69.1488,1.6595711999999998,0.0,0.048,0.49,0.0,0.024
1800.0,0.0,75.00000000000001,75.00000000000001,1.8750000000000004,0.0,0.05,0.5,0.0,0.025
1860.0,0.0,84.27240000000002,84.27240000000002,2.2753548000000006,0.0,0.054000000000000006,0.51,0.0,0.027000000000000003
1920.0,0.0,94.09920000000002,94.09920000000002,2.728876800000001,0.0,0.058,0.52,0.0,0.029
1980.0,0.0,104.49480000000003,104.49480000000003,3.239338800000001,0.0,0.062000000000000006,0.53,0.0,0.031000000000000003
2040.0,0.0,115.47360000000002,115.47360000000002,3.810628800000001,0.0,0.066,0.54,0.0,0.033
2100.0,0.0,127.05000000000004,127.05000000000004,4.4467500000000015,0.0,0.07,0.55,0.0,0.035
2160.0,0.0,135.47520000000003,135.47520000000003,4.877107200000002,0.0,0.07200000000000001,0.56,0.0,0.036000000000000004
2220.0,0.0,144.25560000000007,144.25560000000007,5.337457200000004,0.0,0.07400000000000001,0.5700000000000001,0.0,0.037000000000000005
